LINE_KEY,LAYER1_MATERIAL_NAME,LAYER1_COMPOSED_PERCENTAGE,LAYER2_MATERIAL_NAME,LAYER2_COMPOSED_PERCENTAGE,RAW_MATERIAL_NAME,RAW_MATERIAL_NAME_CLEAN,RAW_MATERIAL_COMPOSED_PERCENTAGE,EMISSION_FACTOR,UNIT,PERCENTAGE_TOTAL_CONTRIBUTION,PART,CLIENT_NAME,CLIENT_GROUP,DESCRIPTION,YEAR
3006_1645086772831_45356,,,,,elastane,Elastane/Spandex fabric,0.4,8.775,kgCO2e/kg,0.4,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,3elastics in one set,2022
3554_1643269295719_73678,,,,,elastane,Elastane/Spandex fabric,0.05,8.775,kgCO2e/kg,0.05,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,YY786 / ACCS22CRFUN,2022
3554_1660199256199_52375,,,,,polyester,Polyester plastic,0.18,4.685,kgCO2e/kg,0.18,Elastic with Lurex thread,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,"XM789 / ADCW20EFIN9-MARROSEGOL 
set of 20 items
with 3%rebate",2022
2870_1641369562769_27184,,,,,polyester,Polyester plastic,null,4.685,kgCO2e/kg,0.17370909127488213,null,Sisley Cosmetics SDN BHD,Group - Sisley,Pouch 12,2022
3554_1643269295719_33822,,,,,polyester,Polyester plastic,0.35,4.685,kgCO2e/kg,0.35,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,YY786 / ACCS22CRFUN,2022
2881_1657526712034_45688,,,,,cashmere,Wool fabric,0.05,38.63,kgCO2e/kg,0.05,null,JACADI,Group - Jacadi,2027513-DAISY R,2022
2900_1637573704756_6009,,,,,jute,Jute fiber fabric,null,9.32,kgCO2e/kg,0.12902995079761226,null,Rituals Cosmetic Trade B.V.,Group - Rituals,"Ribbon + booklet Medium Sakura 2021

Ribbon: 100% polyester 39mm GG Ribbon in 323mm L(folded in half) + 2mm Dia. elastic band in 57mm L(folded in half)+2mm Dia. Gold elastic String in 110mm loop length
Large Paper Tag: 360gsm Coated paper
Metal Coin: Zinc Alloy in 39mm Dia.
(FSC MIX CREDIT)",2022
2870_1646809946894_57789,,,,,paper,Paper,null,0.578,kgCO2e/kg,0.04685437355241745,null,Sisley JP Co. Ltd,Group - Sisley,Pouch 11-Pink,2022
4804_1658464370044_16643,,,,,polyresin,polyresin,1,3.817,kgCO2e/kg,1,Body,Rituals Cosmetic Trade B.V.,Group - Rituals,Dumeure Toothbrush Holder,2022
2870_1648090609258_34681,,,,,polyester,Polyester plastic,null,4.685,kgCO2e/kg,0.2763604422839764,null,Société FIB NC7,Group - Camaieu,ASPORTY2,2022
3554_1657872122584_7679,,,,,polyester,Polyester plastic,0.15,4.685,kgCO2e/kg,0.15,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XL875 / ADCW20PSTA9,2022
3173_1641784751478_24079,,,,,copper,Copper,0.02,4.346,kgCO2e/kg,0.02,Body,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,SUNGLASS,2022
4475_1646123386204_63643,,,,,polyester,Polyester plastic,1,4.685,kgCO2e/kg,0.02,Ribbon,Oriflame Cosmetics Global S.A.,Group - Oriflame,41628.1Elemental Body Brush,2022
4804_1640923204416_78762,,,,,silicone,Silicone plastic,1,8.105,kgCO2e/kg,0.05,Other,Rituals Cosmetic Trade B.V.,Group - Rituals,Dedaine Soap Dispenser Brown Marble,2022
3554_1664505730936_7430,,,,,elastodiene,Elastane/Spandex fabric,0.63,8.775,kgCO2e/kg,0.42249999999999993,Elastic without lurex thread,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,"XM789 / ADCW20EFIN9 -ROSBLCSILV
set of 20 items
with 3% rebate",2022
3554_1644832854399_83462,,,,,elastane,Elastane/Spandex fabric,0.04,8.775,kgCO2e/kg,0.04,Elastic,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,YY782 / ACLS22CHBIN,2022
3180_1642043916072_63444,,,,,natural rattan,Woven bamboo mat,1,0.671,kgCO2e/kg,1,Body,Rituals Cosmetic Trade B.V.,Group - Rituals,"Sticks for Fragrance Sticks Private
Collection Black",2022
3006_1663832335271_99183,,,,,viscose,Viscose/Rayon fabric,null,13.92,kgCO2e/kg,0.0009173379458989091,null,Okaidi France SAS,Group - Okaidi,2elastics in one set,2022
2900_1653995983701_64876,,,,,paper,Paper,1,0.578,kgCO2e/kg,1,Body,Rituals Cosmetic Trade B.V.,Group - Rituals,"Shopping Bag Medium

Bag: 120gsm FSC White Kraft paper + 350gsm Greyback for bottom card & inside of turn tops + 5 x 380mm Black paper twisted handle
(FSC MIX CREDIT)",2022
35897_1664546611689_65980,,,,,cotton,Cotton fabric,1,8.177,kgCO2e/kg,0.35,Front Panel,Rituals Cosmetic Trade B.V.,Group - Rituals,"Vellore Cotton Velvet Quilt
220x140cm Vintage Pink",2022
2900_1654416613901_84137,,,,,polyester,Polyester plastic,1,4.685,kgCO2e/kg,0.01,Other,Rituals Cosmetic Trade B.V.,Group - Rituals,"Shopping Bag Large

Bag: 200gsm FSC White Kraft paper + 350gsm Greyback for bottom card & inside of turn tops + 5 x 500mm Black PP handle 
(FSC MIX CREDIT)",2022
3554_1649760960338_85348,,,,,elastane,Elastane/Spandex fabric,null,8.775,kgCO2e/kg,0.02121295272031736,null,NEWORCH,Group - Orchestra,TARIAH-AX/AI008V-BLF,2022
2881_1646202446005_64094,,,,,acrylic,Poly(methyl methacrylate) (PMMA) (Acrylic) plastic,null,5.645,kgCO2e/kg,0.3266524707811956,null,NEWORCH,Group - Orchestra,MENCLINBIS-AX CAP,2022
2870_1663748349388_45598,,,,,polyester,Polyester plastic,0.5,4.685,kgCO2e/kg,0.2,Lining,Oriflame India Private Limited,Group - Oriflame,"Hay Compact Purse with Printing label
(FSC MIX CREDIT)",2022
3554_1648094146498_33338,,,,,polyester,Polyester plastic,0.53,4.685,kgCO2e/kg,0.53,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XL791 / ADLW20ECOOL,2022
3554_1659606713891_68656,,,,,polyester,Polyester plastic,0.4,4.685,kgCO2e/kg,0.4,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,"ZN785 / ICLW22CTRAS-BLK STRA
with 3% rebate",2022
3554_1648781967381_78195,,,,,polyester,Polyester plastic,0.96,4.685,kgCO2e/kg,0.96,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,ZC842 / ICLW22CHNEU,2022
3554_1657872122584_66446,,,,,polyester,Polyester plastic,0.15,4.685,kgCO2e/kg,0.15,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XL875 / ADCW20PSTA9,2022
2881_1651729882089_56400,,,,,polyester,Polyester plastic,1,4.685,kgCO2e/kg,1,null,SLG BRANDS LIMITED,Group - SLG,LONG PYJAMAS SET- STARS LARGE BOO001,2022
3554_1656405833388_67933,,,,,elastane,Elastane/Spandex fabric,0.47,8.775,kgCO2e/kg,0.4699999999999999,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XL791 / ADLW20ECOOL,2022
2883_1650016794136_13087,,,,,paper,Paper,null,0.578,kgCO2e/kg,0.1247327156094084,null,SLG BRANDS LIMITED,Group - SLG,TRINKET TRAY BOO001,2022
2900_1654063854525_43234,,,,,polyester,Polyester plastic,1,4.685,kgCO2e/kg,0.01,Other,Rituals Cosmetic Trade B.V.,Group - Rituals,"Shopping Bag Large

Bag: 200gsm FSC White Kraft paper + 350gsm Greyback for bottom card & inside of turn tops + 5 x 500mm Black PP handle 
(FSC MIX CREDIT)",2022
4804_1642146366912_29296,,,,,silicone,Silicone plastic,1,8.105,kgCO2e/kg,0.05,Other,Rituals Cosmetic Trade B.V.,Group - Rituals,Dedaine Toothbrush Holder Brown Marble,2022
4804_1640847379476_56142,,,,,silicone,Silicone plastic,1,8.105,kgCO2e/kg,0.05,Other,Rituals Cosmetic Trade B.V.,Group - Rituals,Acora Toothbrush Holder Black,2022
4483_1657079131406_69335,,,,,aluminum alloy,Aluminum,1,8.836,kgCO2e/kg,0.75,Body,Rituals Cosmetic Trade B.V.,Group - Rituals,"Alu Sticker 42mm

Material: 0.25mm Thickness Silk screen color Aluminium
H24 hardness and 0.5mm strong self-adhesion backing",2022
3554_1661413612822_3770,,,,,elastodiene,Elastane/Spandex fabric,null,8.775,kgCO2e/kg,0.009331063049150032,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,FYJODDY,2022
3554_1645755044758_39467,,,,,polyester,Polyester plastic,0.98,4.685,kgCO2e/kg,0.98,Body,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,YW488 / ACCS22CHGAZ,2022
3554_1644832854399_23784,,,,,polyester,Polyester plastic,0.96,4.685,kgCO2e/kg,0.96,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,YY782 / ACLS22CHBIN,2022
3554_1660203626384_61274,,,,,cotton,Cotton fabric,0.95,8.177,kgCO2e/kg,0.95,Body,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,"XS133 / ADCW20CHBAS-POWDERPINK
set of 2 tiems
with 3%rbate",2022
2883_1650016794136_31162,,,,,silicone,Silicone plastic,null,8.105,kgCO2e/kg,0.37633642195295797,null,SLG BRANDS LIMITED,Group - SLG,STORAGE POT  BOO001,2022
4484_1649833595237_33927,,,,,carbon steel,Reinforcing steel,null,2.14,kgCO2e/kg,0.12749708903329907,null,Douglas Cosmetics GmbH,Group - Nocibe Douglas,98268 CLEANSING DUO FACE BRUSH,2022
3554_1656039790258_25425,,,,,elastodiene,Elastane/Spandex fabric,0.75,8.775,kgCO2e/kg,0.7499999999999999,Elastic with Lurex thread,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XM789 / ADCW20EFIN9,2022
2870_1648550238573_3705,,,,,paper,Paper,1,0.578,kgCO2e/kg,1,Body,The Body Shop International Limited,Group - The Body Shop,"GC SLEEVE SMALL SHEA XM22 A0X

Container: 300gsm FSC Sen Woodfree 
paper ( FSC MIX CREDIT)",2022
3006_1661420469362_74389,,,,,viscose,Viscose/Rayon fabric,null,13.92,kgCO2e/kg,0.0009173379458989091,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,4elastics in one set,2022
2900_1653984582698_78795,,,,,paper,Paper,1,0.578,kgCO2e/kg,0.99,Body,Rituals Cosmetic Trade B.V.,Group - Rituals,"Shopping Bag Large

Bag: 200gsm FSC White Kraft paper + 350gsm Greyback for bottom card & inside of turn tops + 5 x 500mm Black PP handle 
(FSC MIX CREDIT)",2022
3006_1657202009138_5330,,,,,iron,Iron,null,2.366,kgCO2e/kg,0.019263163350912875,null,Okaidi France SAS,Group - Okaidi,698625  HTOEL,2022
2881_1643190357227_52941,,,,,polyester,Polyester plastic,0.26,4.685,kgCO2e/kg,0.26,Shell,NEWORCH,Group - Orchestra,MINCLUS-AX CAP,2022
4484_1656399334182_78580,,,,,stainless steel,Stainless steel,null,5.15,kgCO2e/kg,1,null,Douglas Cosmetics GmbH,Group - Nocibe Douglas,98285 DOUBLE PENCIL SHARPENER,2022
3554_1645673959010_65949,,,,,elastane,Elastane/Spandex fabric,0.04,8.775,kgCO2e/kg,0.04,Elastic,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,YY782 / ACLS22CHBIN,2022
3554_1646724235352_6263,,,,,iron,Iron,0.8,2.366,kgCO2e/kg,0.8,Body,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XL875 / ADCW20PSTA9,2022
3554_1656399604889_23977,,,,,iron,Iron,0.75,2.366,kgCO2e/kg,0.75,Body,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XX307 / ADLS21BARIS,2022
2881_1659082121404_62874,,,,,polyamide,Nylon/Polyamide (PA) plastic,0.2,9.645,kgCO2e/kg,0.2,Shell,NEWORCH,Group - Orchestra,CIREUSE-AX CAP,2022
3006_1645075584872_95854,,,,,cotton,Cotton fabric,0.5,8.177,kgCO2e/kg,0.5,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,2clips in one set,2022
2881_1632623323274_38836,,,,,cotton,Cotton fabric,1,8.177,kgCO2e/kg,1,Shell,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,22E4BGP1CHA,2022
2870_1648791745567_83819,,,,,cotton,Cotton fabric,0.3,8.177,kgCO2e/kg,0.3,Body,The Body Shop International Limited,Group - The Body Shop,"GC POUCH SMALL BG XM22 A0X 
Container:300gsm FSC Sen Woodfree paper Hangtag(FSC MIX CREDIT)",2022
2870_1648695803015_18560,,,,,cotton,Cotton fabric,1,8.177,kgCO2e/kg,1,Body,The Body Shop International Limited,Group - The Body Shop,GC BAG ULTIMATE AVOCADO XM22 A0X,2022
3554_1642389094081_80159,,,,,elastodiene,Elastane/Spandex fabric,null,8.775,kgCO2e/kg,0.009331063049150032,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,Headband,2022
2881_1642577042219_72550,,,,,elastane,Elastane/Spandex fabric,0.01,8.775,kgCO2e/kg,0.01,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,PYAPOMBON 22WI01F2BON718,2022
2881_1655447561038_44530,,,,,polyester,Polyester plastic,1,4.685,kgCO2e/kg,1,null,Rituals Cosmetic Trade B.V.,Group - Rituals,"Jaypur Saree Kimono Paisley
Pink",2022
3554_1641803748850_44608,,,,,iron,Iron,0.7,2.366,kgCO2e/kg,0.7,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XM881 / ADCW20CGRA2,2022
3006_1668509798183_19254,,,,,iron,Iron,null,2.366,kgCO2e/kg,0.019263163350912875,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,2hairbands in one set,2022
3554_1641892983028_18881,,,,,acetate,acetate,null,2.435169279,kgCO2e/kg,0.01726998396967689,null,Société FIB NC7,Group - Camaieu,APINCEGOLD,2022
3554_1666604454891_20756,,,,,iron,Iron,0.05,2.366,kgCO2e/kg,0.049999999999999996,Body,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XL812 / ADLW201CRAB,2022
2870_1648700029943_17452,,,,,paper,Paper,1,0.578,kgCO2e/kg,1,Body,The Body Shop International Limited,Group - The Body Shop,"GC VANITY CASE 150mm A0X
Container: FSC Washable kraft
paper(FSC MIX CREDIT)",2022
3554_1651029985130_2267,,,,,paper,Paper,null,0.578,kgCO2e/kg,0.011550476473553279,null,NWBEEZ ltd,Group - Sergent Major,PYAJOSERR4,2022
3554_1663922893546_86667,,,,,cotton,Cotton fabric,null,8.177,kgCO2e/kg,0.049706332101473585,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,"FEURETTE
set of 4 items",2022
3006_1654588237697_81498,,,,,linen,Flax fiber fabric,null,11.18,kgCO2e/kg,0.008085333531487294,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,BANDEAU IFAON F,2022
4484_1662020299576_10027,,,,,stainless steel,Stainless steel,null,5.15,kgCO2e/kg,0.0007596685082872925,null,Douglas Cosmetics GmbH,Group - Nocibe Douglas,98284 EYELASH CURLER,2022
4804_1646641654769_91706,,,,,glass,Glass,1,1.01,kgCO2e/kg,0.03,Other,Rituals Cosmetic Trade B.V.,Group - Rituals,Advent Christmas Lights,2022
2900_1648372509622_69883,,,,,polyester,Polyester plastic,null,4.685,kgCO2e/kg,0.0035741109216657105,null,The Body Shop International Limited,Group - The Body Shop,"GC BOX INTRO REGENERATIVE XM22 A0X

Container: 140gsm woodfree paper + 1.5mm greyboard  + 130gsm kraft paper
Fitment: KAK corrugated board
(FSC MIX CREDIT)",2022
3554_1650592508491_10167,,,,,resin,resin,null,3.817383402,kgCO2e/kg,0.00041727917444773843,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,DUCHAPETTE,2022
3006_1642653444591_70784,,,,,elastane,Elastane/Spandex fabric,0.05,8.775,kgCO2e/kg,0.05,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,2elastics in set,2022
3006_1662608776656_55624,,,,,viscose,Viscose/Rayon fabric,null,13.92,kgCO2e/kg,0.0009173379458989091,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,2headbands in one set,2022
3554_1642745986931_49261,,,,,zinc alloy,Zinc,null,2.486,kgCO2e/kg,0.009843890862715823,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,Hairclip with 4pcs in set,2022
2900_1665387366328_1578,,,,,paper,Paper,1,0.578,kgCO2e/kg,1,Body,The Body Shop International Limited,Group - The Body Shop,"GC TAG VITAMIN C GWP Q2 2023 A0X

230gsm Coated paper
(FSC MIX CREDIT)",2022
3554_1654585510416_10427,,,,,elastane,Elastane/Spandex fabric,0.05,8.775,kgCO2e/kg,0.05,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,ZG486 / ICCW22CRLIB,2022
2895_1647934965957_5420,,,,,polyresin,polyresin,1,3.817,kgCO2e/kg,0.02,Trims,Rituals Cosmetic Trade B.V.,Group - Rituals,Shower Chic Ivory White,2022
2881_1650359491206_49825,,,,,elastane,Elastane/Spandex fabric,1,8.775,kgCO2e/kg,1,Elastic,SLG BRANDS LIMITED,Group - SLG,EYE MASK BOO001,2022
2900_1637660203227_79340,,,,,polyester,Polyester plastic,1,4.685,kgCO2e/kg,1,Body,Rituals Cosmetic Trade B.V.,Group - Rituals,"Ribbon Hammam Small 2022

Ribbon: 100% polyester 39mm GG Ribbon in 277mm L(folded in half) + 2mm Dia. elastic band in 57mm L(folded in half)",2022
3006_1657202009138_27860,,,,,elastane,Elastane/Spandex fabric,null,8.775,kgCO2e/kg,0.021512914590690168,null,Okaidi France SAS,Group - Okaidi,698625  HTOEL,2022
2881_1651732489448_55178,,,,,polyester,Polyester plastic,1,4.685,kgCO2e/kg,1,null,SLG BRANDS LIMITED,Group - SLG,LONG PYJAMAS SET - POLKA DOT LARGE BOO001,2022
2900_1643111946341_64035,,,,,paper,Paper,1,0.578,kgCO2e/kg,1,Body,Rituals Cosmetic Trade B.V.,Group - Rituals,"Shopping Bag Small

Bag: 120gsm FSC White Kraft paper + 250gsm Greyback for bottom card & inside of turn tops + 5 x 380mm Black paper twisted handle 
(FSC MIX CREDIT)",2022
3554_1644892701092_86068,,,,,polyester,Polyester plastic,0.4,4.685,kgCO2e/kg,0.39999999999999997,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,YY783 / ACLS22STBIN,2022
3554_1655453112002_16760,,,,,polyamide,Nylon/Polyamide (PA) plastic,null,9.645,kgCO2e/kg,0.11075910991703262,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,DIPOUPETTE,2022
2900_1635491362381_67910,,,,,polyester,Polyester plastic,0.3,4.685,kgCO2e/kg,0.03,Elastic with Lurex thread,Rituals Cosmetic Trade B.V.,Group - Rituals,"Ribbon + booklet Small Mehr 2021-2022

Ribbon: 100% polyester 39mm GG Ribbon in 277mm L(folded in half) + 2mm Dia. elastic band in 57mm L(folded in half)+2mm Dia. Gold elastic String in 150mm loop length
Small Paper Tag: 360gsm Coated paper
(FSC MIX CREDIT)",2022
3173_1644909879991_63513,,,,,acrylic,Poly(methyl methacrylate) (PMMA) (Acrylic) plastic,1,5.645,kgCO2e/kg,0.2,Body,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,BRACELET,2022
3554_1665652321469_26062,,,,,metallic fibre,Metal,null,5.269,kgCO2e/kg,0.013611602921629834,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,FAFARA,2022
2881_1642236474639_64240,,,,,cashmere,Wool fabric,0.05,38.63,kgCO2e/kg,0.05,null,JACADI,Group - Jacadi,2027440-DAISYBIS BG,2022
3554_1644896733525_81315,,,,,iron,Iron,0.95,2.366,kgCO2e/kg,0.95,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,YY784 / ACLS22CLSHE,2022
3006_1666107795707_72533,,,,,iron,Iron,null,2.366,kgCO2e/kg,0.470114073545409,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,3clips in one set,2022
3554_1643283230932_82166,,,,,viscose,Viscose/Rayon fabric,0.1,13.92,kgCO2e/kg,0.09999999999999999,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,YY771 / ACLS22STLIN,2022
4484_1645173636833_24307,,,,,polyester,Polyester plastic,0.2,4.685,kgCO2e/kg,0.2,Body,Mary Kay Inc.,Group - Mary Kay,10149098  DISP FACIAL CLOTH NWN -MK PK30,2022
3554_1642733483298_32173,,,,,glass,Glass,null,1.01,kgCO2e/kg,0.012532843001243545,null,GEMO,Group - Gemo,Hair clip with 2pcs in set,2022
3554_1670406973893_46045,,,,,iron,Iron,0.05,2.366,kgCO2e/kg,0.049999999999999996,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,"ZS224 / ICLS23CRJU4
4pcs hair clip in set
with 7.5%rebate",2022
3554_1655106180237_50128,,,,,polyester,Polyester plastic,0.53,4.685,kgCO2e/kg,0.53,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XL791 / ADLW20ECOOL,2022
3554_1653624410057_43796,,,,,iron,Iron,null,2.366,kgCO2e/kg,0.019263163350912875,null,NEWORCH,Group - Orchestra,AMAI-AX/AFIOJX-ROC-Assorted,2022
3006_1647937862096_55711,,,,,cotton,Cotton fabric,0.4,8.177,kgCO2e/kg,0.39999999999999997,null,Okaidi France SAS,Group - Okaidi,3clips in one set,2022
2870_1645022473008_32135,,,,,cotton,Cotton fabric,null,8.177,kgCO2e/kg,0.008205626833345336,null,Norwex Malta Ltd,Group - Norwex,Starter Kit Bag,2022
3173_1641456880912_1757,,,,,stainless steel,Stainless steel,null,5.15,kgCO2e/kg,0.01658387292353903,null,NEWORCH,Group - Orchestra,SUNGLASS,2022
3554_1656985507501_7559,,,,,iron,Iron,0.75,2.366,kgCO2e/kg,0.75,Body,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XX307 / ADLS21BARIS,2022
3554_1642751702096_3193,,,,,polyamide,Nylon/Polyamide (PA) plastic,null,9.645,kgCO2e/kg,0.001077136073139587,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,Headband,2022
3554_1641892983028_18881,,,,,zinc alloy,Zinc,null,2.486,kgCO2e/kg,0.009843890862715823,null,Société FIB NC7,Group - Camaieu,APINCEGOLD,2022
3173_1646891063095_61153,,,,,polyester,Polyester plastic,null,4.685,kgCO2e/kg,0.08086392601665165,null,GEMO,Group - Gemo,KEYRING,2022
3173_1646891063095_61153,,,,,zinc alloy,Zinc,null,2.486,kgCO2e/kg,0.029071046084373,null,GEMO,Group - Gemo,KEYRING,2022
2870_1663299941266_38653,,,,,cotton,Cotton fabric,1,8.177,kgCO2e/kg,0.4,Lining,"Sisley H.K. Ltd, Taiwan Branch",Group - Sisley,ECO GREEN POUCH,2022
4475_1654072159131_26423,,,,,stainless steel,Stainless steel,null,5.15,kgCO2e/kg,1,null,Oriflame Cosmetics Global S.A.,Group - Oriflame,Eyebrow Scissors with Comb,2022
4475_1661911623930_47175,,,,,glass,Glass,null,1.01,kgCO2e/kg,0.015371102327624064,null,Oriflame Cosmetics Global S.A.,Group - Oriflame,38337.1Comfort Pedicure Toe Separators,2022
4804_1652438705567_7801,,,,,stainless steel,Stainless steel,1,5.15,kgCO2e/kg,0.95,Body,Rituals Cosmetic Trade B.V.,Group - Rituals,Enume Cotton Jar Antique,2022
3006_1666105000470_50906,,,,,paper,Paper,null,0.578,kgCO2e/kg,0.011550476473553279,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,1hairband in one set,2022
2900_1642046774269_81795,,,,,aluminum alloy,Aluminum,1,8.836,kgCO2e/kg,1,Body,Berlin Packaging Netherlands B.V.,Group - Rituals,"Sticker aluminium gold 36mm 8mm - Classic Candle
Material: 0.25mm Aluminium sheet with Gold color anodizing and strong self-adhesion backing",2022
3554_1648718224658_13301,,,,,elastane,Elastane/Spandex fabric,0.04,8.775,kgCO2e/kg,0.04,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,ZC841 / ICLW22CHPLI,2022
3554_1644832854399_37185,,,,,elastane,Elastane/Spandex fabric,0.04,8.775,kgCO2e/kg,0.04,Elastic,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,YY782 / ACLS22CHBIN,2022
2900_1641890472683_76881,,,,,zinc alloy,Zinc,1,2.486,kgCO2e/kg,1,Ring,Rituals Cosmetic Trade B.V.,Group - Rituals,"Ribbon Sakura Large 2022

Ribbon: 100% polyester 39mm GG Ribbon in 383mm L(folded in half) + 2mm Dia. elastic band in 57mm L(folded in half)
Metal Coin: Zinc Alloy in 39mm Dia.",2022
3173_1641784751478_24371,,,,,copper,Copper,0.02,4.346,kgCO2e/kg,0.02,Body,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,SUNGLASS,2022
3554_1650530366171_31558,,,,,viscose,Viscose/Rayon fabric,null,13.92,kgCO2e/kg,0.0009173379458989092,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,DALINETTE,2022
4475_1641888765701_67460,,,,,stainless steel,Stainless steel,null,5.15,kgCO2e/kg,0.026792654118722836,null,Oriflame Cosmetics Global S.A.,Group - Oriflame,Feet Up Pedicure Tool,2022
2900_1648092030115_72972,,,,,paper,Paper,1,0.578,kgCO2e/kg,1,Body,Arvato Services Hong Kong Limited,Group - Rituals,"Shipper Box 0

Container: FSC Kraft paper + Corrugated
(FSC MIX CREDIT)",2022
3554_1643194510129_37520,,,,,cotton,Cotton fabric,0.95,8.177,kgCO2e/kg,0.95,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XS133 / ADCW20CHBAS,2022
